,Images,Name,Biodata
78,"[[[129 136 156]
  [129 136 156]
  [128 135 155]
  ...
  [132 135 139]
  [125 128 132]
  [118 121 125]]

 [[148 155 175]
  [148 155 175]
  [147 154 174]
  ...
  [137 140 144]
  [129 132 136]
  [121 124 128]]

 [[165 172 191]
  [165 172 191]
  [165 172 191]
  ...
  [148 151 155]
  [143 146 150]
  [138 141 145]]

 ...

 [[  7   1   0]
  [ 11   5   0]
  [ 10   4   0]
  ...
  [ 25  16  13]
  [ 25  16  13]
  [ 24  15  12]]

 [[ 11   4   1]
  [ 16  10   5]
  [ 13   6   3]
  ...
  [ 31  22  19]
  [ 30  21  18]
  [ 28  19  16]]

 [[ 14   6   6]
  [ 12   5   2]
  [ 14   6   6]
  ...
  [ 26  18  18]
  [ 33  25  25]
  [ 38  30  30]]]",prachi desai,"She is best known for her role as Bani Walia in the Hindi television drama Kasamh Se (2006) which aired on Zee TV. Prachi is the endorser, spokesperson, brand ambassador and the face of Neutrogena products in India.Prachi was born in Surat, Gujarat. She studied in St Joseph Convent, Panchgani and ...                "
79,"[[[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 [[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 [[  2   3   1]
  [  2   3   1]
  [  2   3   1]
  ...
  [ 44  55  82]
  [ 44  55  82]
  [ 44  55  82]]

 ...

 [[ 66  73  90]
  [ 59  66  83]
  [ 50  57  76]
  ...
  [ 83  91 108]
  [ 90  99 113]
  [ 92 101 115]]

 [[ 63  70  87]
  [ 57  64  81]
  [ 49  55  74]
  ...
  [ 85  93 110]
  [ 90  99 113]
  [ 91 100 114]]

 [[ 70  74  92]
  [ 56  60  78]
  [ 53  57  75]
  ...
  [ 87  94 109]
  [ 96 103 118]
  [101 108 123]]]",manoj bajpayee,"Manoj Bajpayee was born on April 23, 1969 in Belwa, Bihar, India. He is known for his work on Gangs of Wasseypur (2012), Satya (1998) and Aks (2001). He has been married to Neha since February 23, 2005.                "
80,"[[[ 18 103 149]
  [ 15  94 145]
  [ 16  83 144]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[ 22 101 142]
  [ 17  89 136]
  [ 16  77 133]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[ 33  98 129]
  [ 25  85 121]
  [ 21  70 114]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 ...

 [[  9  11   5]
  [  8   9   5]
  [  7   8   6]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[ 11  10   6]
  [ 10   9   5]
  [  6   6   6]
  ...
  [  8   8   8]
  [  8   8   8]
  [  8   8   8]]

 [[ 14  10   9]
  [ 12   7   8]
  [  7   5   5]
  ...
  [  6   6   6]
  [  7   7   7]
  [  7   7   7]]]",sonu sood,"Sonu Sood was born in May 1973 to a entrepreneur and a teacher. He was born in Moga, Punjab but was raised in Nagpur. He has two sisters. He is an engineering graduate. He is married to Sonali and they have a son Ishaant. He was a Mr. India contestant. He is mainly known as the antagonist ...                "
81,"[[[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 75 100 142]
  [ 79 104 148]
  [ 85 110 154]]

 [[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 71  96 138]
  [ 75 100 144]
  [ 83 108 152]]

 [[254 251 246]
  [254 251 246]
  [254 251 246]
  ...
  [ 69  94 138]
  [ 73  98 142]
  [ 81 106 150]]

 ...

 [[227 246 254]
  [227 246 254]
  [227 246 254]
  ...
  [213 241 255]
  [213 241 255]
  [212 240 255]]

 [[227 246 254]
  [227 246 254]
  [227 246 254]
  ...
  [217 243 255]
  [215 242 255]
  [214 241 255]]

 [[225 246 254]
  [225 246 254]
  [225 246 254]
  ...
  [219 246 255]
  [219 247 254]
  [219 247 254]]]",neha dhupia,"Neha was born in the Punjabi-speaking Dhupia family in Cochin, India, on August 27, 1980, and as is customary with most Punjabi and Sikh families - she was nicknamed 'Chotu'. Her dad is an Officer in the Indian Navy, Pradip Singh Dhupia; her mom, Manpinder, is a homemaker, and she has a brother, ...                "
82,"[[[ 95 117 159]
  [ 95 117 159]
  [ 95 117 159]
  ...
  [ 96 115 158]
  [ 96 115 158]
  [ 96 115 158]]

 [[ 95 117 159]
  [ 95 117 159]
  [ 95 117 159]
  ...
  [ 96 115 158]
  [ 96 115 158]
  [ 96 115 158]]

 [[ 95 117 159]
  [ 95 117 159]
  [ 95 117 159]
  ...
  [ 96 115 158]
  [ 96 115 158]
  [ 96 115 158]]

 ...

 [[155 186 239]
  [155 186 239]
  [159 188 239]
  ...
  [149 180 225]
  [146 176 223]
  [144 174 221]]

 [[155 186 239]
  [155 186 239]
  [159 188 239]
  ...
  [147 177 224]
  [145 175 224]
  [143 173 222]]

 [[153 181 235]
  [155 183 237]
  [158 186 240]
  ...
  [157 188 239]
  [153 184 237]
  [146 177 230]]]",vinay pathak,"Vinay Pathak was born on July 12, 1968 in Bhojpur District, Bihar, India. He is an actor and writer, known for Bheja Fry (2007), Rab Ne Bana Di Jodi (2008) and My Name Is Khan (2010).                "
83,"[[[ 97  81  88]
  [ 97  81  88]
  [ 96  80  87]
  ...
  [ 47  42  44]
  [ 47  42  44]
  [ 47  42  44]]

 [[ 97  81  88]
  [ 97  81  88]
  [ 97  81  88]
  ...
  [ 47  42  44]
  [ 47  42  44]
  [ 47  42  44]]

 [[ 98  82  89]
  [ 98  82  89]
  [ 97  81  88]
  ...
  [ 47  42  44]
  [ 47  42  44]
  [ 47  42  44]]

 ...

 [[255 251 252]
  [251 247 252]
  [251 251 255]
  ...
  [  5   6   4]
  [  1   2   0]
  [  5   6   4]]

 [[255 255 254]
  [255 254 255]
  [248 251 255]
  ...
  [  6   7   5]
  [  0   1   0]
  [  7   8   6]]

 [[255 255 252]
  [251 255 255]
  [227 235 252]
  ...
  [  4   2   1]
  [  4   2   1]
  [  5   3   2]]]",abhishek bachchan,"Aquarian Abhishek Srivastav was born in February 5, 1976, son of Bollywood mega-stars, Jaya Bhaduri and Amitabh Bachchan, brother to Shweta, uncle to her two children (Navya Naveli & Agastye), and the grandson of Harivansh Rai Srivastav, Hindu and Urdu poet, who wrote under the pen-name of ...                "
84,"[[[  6  38  74]
  [  7  39  74]
  [ 10  42  77]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  5  37  73]
  [  7  39  74]
  [ 10  42  77]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 [[  5  37  73]
  [  6  38  73]
  [  9  41  76]
  ...
  [  1   1   1]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 74 171 215]
  [ 59 161 203]
  [ 53 161 202]
  ...
  [178 223 237]
  [210 241 255]
  [ 37  61  73]]

 [[ 49 151 193]
  [ 41 146 187]
  [ 46 159 199]
  ...
  [174 220 238]
  [203 237 253]
  [104 135 150]]

 [[ 65 166 205]
  [ 81 184 223]
  [ 52 159 197]
  ...
  [185 230 251]
  [181 222 244]
  [172 212 231]]]",sridevi,"Sridevi was born on August 13, 1963 in her father's hometown of Sivakasi, Tamil Nadu, India. Her mother was from Tirupati, Andhra Pradesh. So Sridevi grew up speaking Telugu and Tamil. She has a sister named Srilatha and a stepbrother named Satish. Her dad passed away during the year 1991, while ...                "
85,"[[[ 3  4  8]
  [ 3  4  8]
  [ 3  4  8]
  ...
  [ 6  9 13]
  [ 6  9 13]
  [ 6  9 13]]

 [[ 3  4  8]
  [ 3  4  8]
  [ 3  4  8]
  ...
  [ 6  9 13]
  [ 6  9 13]
  [ 6  9 13]]

 [[ 3  4  8]
  [ 3  4  8]
  [ 3  4  8]
  ...
  [ 6  9 13]
  [ 6  9 13]
  [ 6  9 13]]

 ...

 [[29 32 36]
  [31 34 38]
  [35 38 42]
  ...
  [27 30 35]
  [31 34 39]
  [36 39 44]]

 [[40 43 47]
  [41 44 48]
  [42 45 49]
  ...
  [50 53 57]
  [53 56 60]
  [56 59 63]]

 [[40 43 47]
  [42 45 49]
  [46 49 53]
  ...
  [45 49 50]
  [46 50 51]
  [47 51 52]]]",arjun rampal,"From Jabalpur, Arjun Rampal went to Delhi to complete his education.At a party in Delhi, Fasion Designer Rohit Bal spotted Arjun Rampal and cast him as a male model in his shows.In 1994, Arjun proclaimed the title for 'Society's Face Of The Year'. And soon after went on to become an Indian ...                "
86,"[[[134 130 129]
  [133 129 128]
  [133 129 128]
  ...
  [148 133 131]
  [119 105 106]
  [ 82  70  70]]

 [[122 118 117]
  [121 117 116]
  [121 117 116]
  ...
  [141 126 124]
  [122 110 110]
  [107  95  95]]

 [[111 106 105]
  [110 105 104]
  [108 104 103]
  ...
  [141 129 127]
  [119 107 107]
  [106  96  96]]

 ...

 [[230 228 228]
  [227 225 225]
  [224 219 218]
  ...
  [ 98  87 211]
  [102  91 215]
  [106  95 219]]

 [[230 228 228]
  [227 225 224]
  [223 219 218]
  ...
  [ 22   4 151]
  [ 38  20 167]
  [ 80  63 208]]

 [[230 231 229]
  [226 227 223]
  [225 222 218]
  ...
  [ 15   0 127]
  [ 27   1 148]
  [ 28   3 155]]]",farhan akhtar,"An accomplished and award-winning producer-director-writer-actor-singer, Farhan Akhtar is the ultimate Bollywood multi-hyphenate. Born in 1974 to prolific Indian film writer and poet, Javed Akhtar and writer-director, Honey Irani , Farhan was raised in an environment where creativity and ...                "
87,"[[[128  70  88]
  [128  70  88]
  [129  71  89]
  ...
  [188 123 114]
  [189 124 115]
  [189 124 115]]

 [[128  70  88]
  [128  70  88]
  [129  71  89]
  ...
  [189 124 115]
  [189 124 115]
  [190 125 116]]

 [[129  71  89]
  [129  71  89]
  [129  71  89]
  ...
  [189 127 117]
  [191 126 117]
  [191 126 117]]

 ...

 [[  5   1   7]
  [  4   0   5]
  [  5   0   1]
  ...
  [179 181 181]
  [130 132 132]
  [147 150 148]]

 [[  7   0   7]
  [  6   0   5]
  [  6   0   1]
  ...
  [142 144 144]
  [125 128 126]
  [180 183 181]]

 [[  2   0   1]
  [  2   0   1]
  [  2   0   0]
  ...
  [  2   2   2]
  [ 25  25  25]
  [ 50  50  50]]]",vivek oberoi,"Vivek Oberoi was born on the 3rd of September,1976 and attended Mayo college in Ajmer. At an actors' workshop in London he was spotted by none other than the director of NYU who (unsurprisingly) whisked Vivek off to New York, where he completed his Masters Degree in film acting. Back home in India ...                "
88,"[[[174 197 212]
  [174 197 212]
  [175 198 213]
  ...
  [176 212 236]
  [173 204 229]
  [170 201 226]]

 [[174 197 212]
  [174 197 212]
  [175 198 213]
  ...
  [176 212 236]
  [174 205 230]
  [170 201 226]]

 [[175 198 213]
  [175 198 213]
  [175 198 213]
  ...
  [177 213 237]
  [174 205 230]
  [170 201 226]]

 ...

 [[105 128 136]
  [111 136 146]
  [112 135 150]
  ...
  [ 36  37  41]
  [ 36  37  41]
  [ 37  38  42]]

 [[ 88 106 113]
  [116 135 143]
  [125 144 157]
  ...
  [ 36  37  41]
  [ 37  38  42]
  [ 38  39  43]]

 [[104 111 114]
  [107 116 120]
  [115 125 135]
  ...
  [ 37  38  42]
  [ 37  38  42]
  [ 37  38  42]]]",manisha koirala,"Manisha Koirala (born 16 August 1970) is a Nepali actress who mainly appears in Bollywood, though she has worked in several South Indian and her native country's films. Noted for her acting prowess, Koirala is the recipient of several accolades, including four Filmfare Awards-and is one of India's ...                "
89,"[[[196 178 141]
  [186 167 132]
  [190 172 141]
  ...
  [208 198 191]
  [134 124 117]
  [188 178 171]]

 [[217 196 168]
  [194 176 147]
  [188 168 143]
  ...
  [174 164 157]
  [115 105  98]
  [140 130 123]]

 [[230 207 192]
  [200 179 164]
  [184 162 150]
  ...
  [157 147 140]
  [122 112 105]
  [102  92  85]]

 ...

 [[ 48  48  48]
  [ 26  26  26]
  [ 34  34  34]
  ...
  [ 73  64  61]
  [ 68  58  58]
  [ 70  60  60]]

 [[ 52  52  52]
  [ 31  31  31]
  [ 36  36  36]
  ...
  [ 73  64  61]
  [ 68  59  56]
  [ 70  61  58]]

 [[ 56  56  56]
  [ 29  29  29]
  [ 34  34  34]
  ...
  [ 84  73  69]
  [ 83  72  68]
  [ 78  67  63]]]",tabu,"Tabu is an Indian actress. She has mainly acted in Hindi films, though she has also starred in Telugu, Tamil, Malayalam, Marathi and Bengali-language films, as well as one American film. She has won the National Film Award for Best Actress twice, and holds the record for the most wins of Filmfare's...                "
90,"[[[ 45  29  30]
  [ 45  29  30]
  [ 45  29  30]
  ...
  [ 52  34  35]
  [ 52  34  35]
  [ 52  34  35]]

 [[ 45  29  30]
  [ 45  29  30]
  [ 45  29  30]
  ...
  [ 53  35  36]
  [ 53  35  36]
  [ 53  35  36]]

 [[ 45  29  30]
  [ 45  29  30]
  [ 45  29  30]
  ...
  [ 53  35  36]
  [ 53  35  36]
  [ 53  35  36]]

 ...

 [[145 148 186]
  [158 160 194]
  [161 161 191]
  ...
  [149 147 176]
  [153 150 176]
  [148 145 171]]

 [[136 137 175]
  [150 151 185]
  [161 162 190]
  ...
  [148 147 173]
  [151 148 174]
  [147 144 170]]

 [[148 146 182]
  [150 149 181]
  [154 155 183]
  ...
  [147 150 171]
  [148 147 173]
  [143 142 168]]]",isha koppikar,"Coming from a Konkani-speaking Mangalorean family of learned academicians, Isha has herself completed a course in Life Sciences from Ruia College, and was born on September 19, 1976 in Bombay, India. She has a younger brother.After completing her college course, she contested the 1995 Miss India ...                "
91,"[[[103 106 255]
  [123 129 255]
  [128 143 245]
  ...
  [  4  20 216]
  [ 36  78 209]
  [131 186 255]]

 [[ 94  96 250]
  [117 125 255]
  [124 143 248]
  ...
  [  5  21 217]
  [ 60 100 229]
  [130 183 255]]

 [[ 84  87 245]
  [113 125 255]
  [111 137 251]
  ...
  [  8  25 218]
  [ 90 127 255]
  [120 168 255]]

 ...

 [[  4   9 231]
  [  4   9 231]
  [ 17  22 244]
  ...
  [  0  49 219]
  [  5  50 218]
  [  6  51 219]]

 [[  4   9 231]
  [  2   7 229]
  [ 13  18 240]
  ...
  [  4  52 218]
  [  8  53 221]
  [ 11  56 224]]

 [[  1   8 231]
  [  0   4 227]
  [  0   7 228]
  ...
  [  8  55 213]
  [ 10  56 221]
  [ 10  55 223]]]",sushmita sen,"Sushmita was born in the Bengali-speaking Sen family on November 19, 1975 in Hyderabad, Andhra Pradesh, India. Her family consists of her dad, Shubeer, a former Indian Air Force Wing Commander; mom, Subhra, Jewelry Designer and owner of a Dubai-based store. She has two siblings, a sister named ...                "
92,"[[[37 31 18]
  [37 31 18]
  [37 31 18]
  ...
  [48 38 20]
  [48 38 20]
  [48 38 20]]

 [[37 31 18]
  [37 31 18]
  [37 31 18]
  ...
  [48 38 20]
  [48 38 20]
  [48 38 20]]

 [[37 31 18]
  [37 31 18]
  [37 31 18]
  ...
  [48 38 20]
  [48 38 20]
  [48 38 20]]

 ...

 [[13 11 10]
  [13 11 10]
  [13 11 10]
  ...
  [18  9  5]
  [16  9  6]
  [16  9  6]]

 [[ 9  7  6]
  [10  8  7]
  [11  9  8]
  ...
  [16 10  5]
  [16  9  6]
  [16  9  6]]

 [[13  9  8]
  [13  9  8]
  [13  9  8]
  ...
  [16  9  6]
  [16  8  8]
  [14  9  8]]]",amrita rao,"Amrita was born in the Rao family on June 7, 1986 in Mumbai, She speaks Konkani. She comes from a well to do Hindu family. Her dad owns an Advertising Agency.Amrita did not want to purse any career with Bollywood as she wanted to graduate in psychology, which she eventually did.No stranger to ...                "
93,"[[[133 173 192]
  [133 173 192]
  [134 174 193]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 [[133 173 192]
  [134 174 193]
  [134 174 193]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 [[136 173 193]
  [136 173 193]
  [137 174 194]
  ...
  [161 208 239]
  [162 209 240]
  [163 210 241]]

 ...

 [[ 78  58 255]
  [ 71  51 247]
  [ 70  51 244]
  ...
  [ 75  82 245]
  [ 73  79 246]
  [ 71  77 244]]

 [[ 77  57 253]
  [ 69  52 245]
  [ 71  53 244]
  ...
  [ 75  82 245]
  [ 75  79 244]
  [ 71  77 242]]

 [[ 76  60 251]
  [ 68  54 242]
  [ 68  54 239]
  ...
  [ 78  83 246]
  [ 78  80 244]
  [ 74  79 242]]]",chitrangda singh,"""You have outdone Smita Patil,"" said Shekhar Kapur, when he saw Chitrangda Singh's performance in her debut movie Hazaaron Khwaishein Aisi (2003). And he is not the only one. Time and again Chitrangda has been compared to the legendary Smita Patil.Chitrangda began her career as a model prior to ...                "
94,"[[[194  99  59]
  [194  99  59]
  [196 101  58]
  ...
  [201  99  47]
  [198  96  47]
  [197  95  46]]

 [[194  99  59]
  [194  99  59]
  [196 101  58]
  ...
  [201  99  47]
  [198  96  47]
  [197  95  46]]

 [[194  99  59]
  [194  99  59]
  [196 101  58]
  ...
  [201  99  47]
  [198  96  47]
  [197  95  46]]

 ...

 [[ 37  38  36]
  [ 37  38  36]
  [ 37  38  36]
  ...
  [ 43  44  42]
  [ 43  44  42]
  [ 43  44  42]]

 [[ 37  38  36]
  [ 37  38  36]
  [ 37  38  36]
  ...
  [ 43  44  42]
  [ 43  44  42]
  [ 43  44  42]]

 [[ 38  39  37]
  [ 38  39  37]
  [ 38  39  37]
  ...
  [ 44  45  43]
  [ 44  45  43]
  [ 44  45  43]]]",arjun kapoor,"Arjun Kapoor was born on June 26, 1985 in Bombay, Maharashtra, India. He is an actor and assistant director, known for Gunday (2014), Tevar (2015) and Ishaqzaade (2012).                "
95,"[[[253 224 187]
  [254 225 188]
  [254 225 188]
  ...
  [254 249 248]
  [254 249 248]
  [254 249 248]]

 [[253 224 187]
  [254 225 188]
  [254 225 188]
  ...
  [253 248 247]
  [253 248 247]
  [253 248 247]]

 [[253 224 187]
  [254 225 188]
  [254 225 188]
  ...
  [252 247 246]
  [252 247 246]
  [252 247 246]]

 ...

 [[141 102 158]
  [186 145 207]
  [132  86 163]
  ...
  [ 69  28 103]
  [ 63  26  96]
  [125  91 156]]

 [[140 100 158]
  [185 143 208]
  [132  84 162]
  ...
  [ 68  29 104]
  [ 69  32 104]
  [132  96 166]]

 [[148 100 166]
  [187 138 206]
  [133  84 160]
  ...
  [ 72  36 106]
  [ 95  60 134]
  [122  86 162]]]",emraan hashmi,"Emraan Hashmi was born 24 March 1979) is an Indian film actor who appears in Hindi languagefilms. Through his successful career, Hashmi has received three Filmfare Award nominations and has established himself as one of the most popular and highest-paid actor of Hindi cinema.Hashmi, member of the ...                "
96,"[[[255 231 185]
  [255 229 184]
  [255 225 184]
  ...
  [255 217 186]
  [254 200 167]
  [238 184 151]]

 [[255 228 183]
  [255 229 185]
  [255 234 191]
  ...
  [214 155 129]
  [223 165 136]
  [231 175 146]]

 [[248 224 182]
  [251 226 184]
  [255 231 190]
  ...
  [254 188 170]
  [255 196 176]
  [255 202 180]]

 ...

 [[ 68  25  36]
  [ 37   1  15]
  [ 38  13  33]
  ...
  [ 21   0   2]
  [ 22   0   2]
  [ 22   0   2]]

 [[ 59  15  28]
  [ 42   6  22]
  [ 39  17  41]
  ...
  [ 21   0   2]
  [ 21   0   2]
  [ 21   0   2]]

 [[ 46  17  40]
  [ 48  18  43]
  [ 40  13  39]
  ...
  [ 19   1   2]
  [ 19   1   2]
  [ 19   1   2]]]",mallika sherawat,"Mallika Sherawat was born on October 24, 1976 in Rohtak, Haryana, India as Reema Lambha. She is an actress, known for Murder (2004), San wa (2005) and Maan Gaye Mughall-E-Azam (2008). She was previously married to Karan Singh Gill.                "
97,"[[[199 194 225]
  [202 197 228]
  [206 201 232]
  ...
  [208 245 253]
  [207 244 252]
  [205 242 250]]

 [[200 195 226]
  [202 197 228]
  [205 200 231]
  ...
  [210 247 255]
  [209 246 254]
  [207 244 252]]

 [[200 195 226]
  [201 196 227]
  [204 199 230]
  ...
  [214 250 255]
  [213 249 255]
  [212 248 254]]

 ...

 [[ 45  40  42]
  [ 45  40  42]
  [ 45  40  42]
  ...
  [ 38  28  34]
  [ 39  29  35]
  [ 41  31  37]]

 [[ 46  41  43]
  [ 46  41  43]
  [ 45  40  42]
  ...
  [ 40  30  36]
  [ 42  32  38]
  [ 44  34  40]]

 [[ 43  38  40]
  [ 48  43  45]
  [ 43  38  40]
  ...
  [ 55  43  49]
  [ 57  45  51]
  [ 58  46  52]]]",nawazuddin siddiqui,"Nawazuddin Siddiqui (born 1974) also known as Nowaz is an Indian film actor who has appeared in some of Bollywood's major films including, Black Friday (2004), New York (2009), Peepli Live (2010), Kahani (2012), Gangs of Wasseypur (2012) and Gangs of Wasseypur - Part 2 (2012).Early life and ...                "
98,"[[[171 172 176]
  [177 178 182]
  [ 92  93  97]
  ...
  [241 247 246]
  [207 211 212]
  [150 154 155]]

 [[102 103 107]
  [ 62  63  67]
  [ 50  51  55]
  ...
  [217 225 225]
  [211 216 217]
  [159 164 165]]

 [[ 88  89  93]
  [105 106 110]
  [125 126 130]
  ...
  [194 206 208]
  [204 213 216]
  [168 177 180]]

 ...

 [[220 208 184]
  [212 202 185]
  [177 174 170]
  ...
  [ 84  87  95]
  [ 85  88  96]
  [ 87  90  98]]

 [[225 212 190]
  [211 203 186]
  [176 173 169]
  ...
  [ 80  83  91]
  [ 82  85  93]
  [ 83  86  94]]

 [[220 211 197]
  [202 196 185]
  [169 166 162]
  ...
  [ 79  81  91]
  [ 81  83  93]
  [ 83  85  95]]]",aditya roy kapoor,"Aditya Roy Kapoor was born on November 16, 1985 in Bombay, Maharashtra, India. He is an actor, known for Aashiqui 2 (2013), Yeh Jawaani Hai Deewani (2013) and Dear Zindagi (2016).                "
99,"[[[246 238 238]
  [246 238 238]
  [246 238 238]
  ...
  [246 241 242]
  [246 241 242]
  [246 241 242]]

 [[246 238 238]
  [246 238 238]
  [246 238 238]
  ...
  [246 241 242]
  [246 241 242]
  [246 241 242]]

 [[246 238 238]
  [246 238 238]
  [246 238 238]
  ...
  [246 241 242]
  [246 241 242]
  [246 241 242]]

 ...

 [[163 160 175]
  [167 164 179]
  [180 180 194]
  ...
  [218 227 254]
  [144 165 210]
  [120 146 200]]

 [[212 210 222]
  [220 218 230]
  [223 221 233]
  ...
  [225 232 255]
  [153 175 223]
  [106 134 194]]

 [[215 211 222]
  [214 213 223]
  [205 204 214]
  ...
  [197 202 227]
  [136 157 209]
  [113 141 206]]]",sunny leone,"Born in Ontario, Canada, Sunny Leone grew up in idyllic surroundings, loving the cold Canadian winters and the snow that came with them. Building snowmen and ice skating were regular activities outside the Leone household every November through March. With a love for sports, singing and dancing, ...                "
